@relation TrainMatrixB
@attribute attr1 {0,1}
@attribute attr2 {0,1}
@attribute attr3 {0,1}
@attribute attr4 {0,1}
@attribute attr5 {0,1}
@attribute attr6 {0,1}
@attribute attr7 {0,1}
@attribute attr8 {0,1}
@attribute attr9 {0,1}
@attribute attr10 {0,1}
@attribute attr11 {0,1}
@attribute attr12 {0,1}
@attribute attr13 {0,1}
@attribute attr14 {0,1}
@attribute attr15 {0,1}
@attribute attr16 {0,1}
@attribute attr17 {0,1}
@attribute attr18 {0,1}
@attribute attr19 {0,1}
@attribute attr20 {0,1}
@attribute attr21 {0,1}
@attribute attr22 {0,1}
@attribute attr23 {0,1}
@attribute attr24 {0,1}
@attribute attr25 {0,1}
@attribute attr26 {0,1}
@attribute attr27 {0,1}
@attribute attr28 {0,1}
@attribute attr29 {0,1}
@attribute attr30 {0,1}
@attribute attr31 {0,1}
@attribute attr32 {0,1}
@attribute attr33 {0,1}
@attribute attr34 {0,1}
@attribute attr35 {0,1}
@attribute attr36 {0,1}
@attribute attr37 {0,1}
@attribute attr38 {0,1}
@attribute attr39 {0,1}
@attribute attr40 {0,1}
@attribute attr41 {0,1}
@attribute attr42 {0,1}
@attribute attr43 {0,1}
@attribute attr44 {0,1}
@attribute attr45 {0,1}
@attribute attr46 {0,1}
@attribute attr47 {0,1}
@attribute attr48 {0,1}
@attribute attr49 {0,1}
@attribute attr50 {0,1}
@attribute attr51 {0,1}
@attribute attr52 {0,1}
@attribute attr53 {0,1}
@attribute attr54 {0,1}
@attribute attr55 {0,1}
@attribute attr56 {0,1}
@attribute attr57 {0,1}
@attribute attr58 {0,1}
@attribute attr59 {0,1}
@attribute attr60 {0,1}
@attribute attr61 {0,1}
@attribute attr62 {0,1}
@attribute attr63 {0,1}
@attribute attr64 {0,1}
@attribute attr65 {0,1}
@attribute attr66 {0,1}
@attribute attr67 {0,1}
@attribute attr68 {0,1}
@attribute attr69 {0,1}
@attribute class {0,1}
@data
3,7,2,0,4,7,7,0,5,0,0,4,2,0,0,2,2,0,2,0,0,0,3,3,0,7,0,2,0,3,0,7,0,5,3,7,2,3,3,0,7,7,5,0,3,7,0,3,7,3,7,0,0,3,3,0,5,0,0,2,2,7,2,3,7,2,2,0,0,1
11,8,3,4,1,8,8,0,8,4,1,2,3,0,0,0,0,0,0,0,0,0,11,11,0,8,0,3,5,11,0,8,0,8,11,8,3,11,11,0,8,8,8,4,11,8,0,11,8,11,8,4,4,11,11,0,8,4,1,3,0,8,0,11,8,0,0,0,0,1
2,2,1,2,1,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,2,0,1,0,2,0,2,0,2,2,2,1,2,2,0,2,2,2,0,2,2,0,2,2,2,2,0,2,2,2,0,2,0,0,1,0,2,0,2,2,0,0,0,0,1
1,3,4,0,0,3,3,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,1,1,0,3,0,4,0,1,0,3,0,1,1,3,4,1,1,0,3,3,1,0,1,3,0,1,3,1,3,0,0,1,1,0,1,0,0,4,0,3,0,1,3,0,0,0,0,1
4,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,0,1,4,0,0,4,4,0,0,0,1,2,4,0,0,4,0,4,0,2,0,4,4,0,1,2,1,0,0,0,0,4,0,0,0,0,0,1
6,5,1,2,3,5,5,0,3,0,2,1,1,0,0,1,1,0,1,0,0,0,6,6,0,5,0,1,2,6,0,5,0,3,6,5,1,6,6,0,5,5,3,0,6,5,0,6,5,6,5,0,2,6,6,0,3,0,2,1,1,5,1,6,5,1,1,0,0,1
5,5,2,4,6,5,5,0,2,4,0,4,2,0,3,4,4,0,4,0,0,0,5,5,0,5,0,2,2,5,0,5,0,2,5,5,2,5,5,0,5,5,2,4,5,5,3,5,5,5,5,4,4,5,5,0,2,4,0,2,4,5,4,5,5,4,4,0,0,1
33,24,19,5,27,24,24,0,26,0,13,3,19,0,0,0,3,0,0,0,0,0,33,33,0,24,0,19,27,33,0,24,0,26,33,24,19,33,33,0,24,24,26,0,33,24,0,33,24,33,24,0,5,33,33,0,26,0,13,19,0,24,0,33,24,0,3,0,0,1
2,2,2,2,0,2,2,0,2,2,1,1,2,0,2,2,2,0,2,0,0,0,2,2,0,2,0,2,1,2,0,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1,2,2,2,2,2,2,2,2,0,0,1
1,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
9,7,5,5,8,7,7,0,0,3,6,2,5,0,4,1,1,0,2,0,0,0,9,9,0,7,0,5,2,9,0,7,0,0,9,7,5,9,9,0,7,7,0,3,9,7,4,9,7,9,7,3,5,9,9,0,0,3,6,5,1,7,1,9,7,1,1,0,0,1
2,0,2,1,1,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,2,2,0,0,0,2,1,2,0,0,0,0,2,0,2,2,2,0,0,0,0,0,2,0,0,2,0,2,0,0,1,2,2,0,0,0,0,2,1,0,1,2,0,1,1,0,0,1
5,3,1,3,10,3,3,0,1,1,1,0,1,0,1,3,3,0,3,0,0,0,5,5,0,3,0,1,1,5,0,3,0,1,5,3,1,5,5,0,3,3,1,1,5,3,1,5,3,5,3,1,3,5,5,0,1,1,1,1,3,3,3,5,3,3,3,0,0,1
3,6,3,4,1,6,6,0,7,2,1,2,3,0,0,1,0,0,0,0,0,0,3,3,0,6,0,3,1,3,0,6,0,7,3,6,3,3,3,0,6,6,7,2,3,6,0,3,6,3,6,2,4,3,3,0,7,2,1,3,1,6,1,3,6,1,0,0,0,1
5,3,3,5,0,3,3,0,1,3,1,0,3,0,2,3,3,0,3,0,0,0,5,5,0,3,0,3,3,5,0,3,0,1,5,3,3,5,5,0,3,3,1,3,5,3,2,5,3,5,3,3,5,5,5,0,1,3,1,3,3,3,3,5,3,3,3,0,0,1
1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0,0,1,0,1,0,2,0,1,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1
17,6,5,2,6,6,6,0,2,5,1,3,5,0,5,1,1,0,1,0,0,0,17,17,0,6,0,5,0,17,0,6,0,2,17,6,5,17,17,0,6,6,2,5,17,6,5,17,6,17,6,5,2,17,17,0,2,5,1,5,1,6,1,17,6,1,1,0,0,1
7,7,6,3,0,7,7,0,5,5,2,4,6,0,4,2,2,0,2,0,0,0,7,7,0,7,0,6,1,7,0,7,0,5,7,7,6,7,7,0,7,7,5,5,7,7,4,7,7,7,7,5,3,7,7,0,5,5,2,6,2,7,2,7,7,2,2,0,0,1
4,3,6,2,1,3,3,0,1,2,0,4,6,0,2,1,1,0,2,0,0,0,4,4,0,3,0,6,1,4,0,3,0,1,4,3,6,4,4,0,3,3,1,2,4,3,2,4,3,4,3,2,2,4,4,0,1,2,0,6,1,3,1,4,3,1,1,0,0,1
8,2,1,5,17,2,2,0,1,3,4,4,1,0,1,2,0,0,0,0,0,0,8,8,0,2,0,1,1,8,0,2,0,1,8,2,1,8,8,0,2,2,1,3,8,2,1,8,2,8,2,3,5,8,8,0,1,3,4,1,2,2,2,8,2,2,0,0,0,1
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
4,2,4,0,2,2,2,0,3,6,8,3,4,0,2,2,2,0,2,0,0,0,4,4,0,2,0,4,1,4,0,2,0,3,4,2,4,4,4,0,2,2,3,6,4,2,2,4,2,4,2,6,0,4,4,0,3,6,8,4,2,2,2,4,2,2,2,0,0,1
9,12,6,12,2,12,12,0,10,2,5,11,6,0,2,4,3,0,3,0,0,0,9,9,0,12,0,6,1,9,0,12,0,10,9,12,6,9,9,0,12,12,10,2,9,12,2,9,12,9,12,2,12,9,9,0,10,2,5,6,4,12,4,9,12,4,3,0,0,1
5,3,0,0,1,3,3,0,2,3,2,0,0,0,3,0,0,0,0,0,0,0,5,5,0,3,0,0,0,5,0,3,0,2,5,3,0,5,5,0,3,3,2,3,5,3,3,5,3,5,3,3,0,5,5,0,2,3,2,0,0,3,0,5,3,0,0,0,0,1
9,4,0,4,4,4,4,0,9,2,3,2,0,0,2,2,2,0,2,0,0,0,9,9,0,4,0,0,1,9,0,4,0,9,9,4,0,9,9,0,4,4,9,2,9,4,2,9,4,9,4,2,4,9,9,0,9,2,3,0,2,4,2,9,4,2,2,0,0,1
1,1,0,0,1,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,2,0,0,1,0,1,1,0,0,0,0,1
2,4,3,1,2,4,4,0,4,1,7,4,3,0,1,0,0,0,1,0,0,0,2,2,0,4,0,3,1,2,0,4,0,4,2,4,3,2,2,0,4,4,4,1,2,4,1,2,4,2,4,1,1,2,2,0,4,1,7,3,0,4,0,2,4,0,0,0,0,1
2,3,5,2,3,3,3,0,1,4,3,1,5,0,4,1,1,0,1,0,0,0,2,2,0,3,0,5,2,2,0,3,0,1,2,3,5,2,2,0,3,3,1,4,2,3,4,2,3,2,3,4,2,2,2,0,1,4,3,5,1,3,1,2,3,1,1,0,0,1
12,9,3,0,16,9,9,0,7,0,4,4,3,0,0,1,1,0,1,0,0,0,12,12,0,9,0,3,0,12,0,9,0,7,12,9,3,12,12,0,9,9,7,0,12,9,0,12,9,12,9,0,0,12,12,0,7,0,4,3,1,9,1,12,9,1,1,0,0,1
4,3,1,2,0,3,3,0,1,2,0,1,1,0,2,1,1,0,1,0,0,0,4,4,0,3,0,1,1,4,0,3,0,1,4,3,1,4,4,0,3,3,1,2,4,3,2,4,3,4,3,2,2,4,4,0,1,2,0,1,1,3,1,4,3,1,1,0,0,1
10,3,4,3,8,3,3,0,3,4,3,1,4,0,3,1,1,0,1,0,0,0,10,10,0,3,0,4,0,10,0,3,0,3,10,3,4,10,10,0,3,3,3,4,10,3,3,10,3,10,3,4,3,10,10,0,3,4,3,4,1,3,1,10,3,1,1,0,0,1
1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,2,0,0,1,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,1,2,0,2,0,2,2,2,0,2,2,0,2,2,2,1,2,2,0,2,2,2,2,1,0,2,2,0,2,1,0,0,0,2,0,2,2,0,0,0,0,1
2,2,1,1,1,2,2,0,2,0,1,2,1,0,0,1,1,0,1,0,0,0,2,2,0,2,0,1,2,2,0,2,0,2,2,2,1,2,2,0,2,2,2,0,2,2,0,2,2,2,2,0,1,2,2,0,2,0,1,1,1,2,1,2,2,1,1,0,0,1
2,0,3,1,0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,2,0,0,0,1,2,0,3,2,2,0,0,0,1,0,2,0,0,2,0,2,0,0,1,2,2,0,1,0,0,3,0,0,0,2,0,0,0,0,0,1
4,1,1,3,0,1,1,0,1,3,3,3,1,0,0,0,0,0,0,0,0,0,4,4,0,1,0,1,3,4,0,1,0,1,4,1,1,4,4,0,1,1,1,3,4,1,0,4,1,4,1,3,3,4,4,0,1,3,3,1,0,1,0,4,1,0,0,0,0,1
1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
2,1,4,1,0,1,1,0,1,3,2,1,4,0,0,1,0,0,0,0,0,0,2,2,0,1,0,4,3,2,0,1,0,1,2,1,4,2,2,0,1,1,1,3,2,1,0,2,1,2,1,3,1,2,2,0,1,3,2,4,1,1,1,2,1,1,0,0,0,1
21,5,2,2,1,5,5,0,6,3,1,0,2,0,1,2,2,0,2,0,0,0,21,21,0,5,0,2,1,21,0,5,0,6,21,5,2,21,21,0,5,5,6,3,21,5,1,21,5,21,5,3,2,21,21,0,6,3,1,2,2,5,2,21,5,2,2,0,0,1
11,9,14,9,11,9,9,0,5,2,10,3,14,0,1,2,2,0,2,0,0,0,11,11,0,9,0,14,3,11,0,9,0,5,11,9,14,11,11,0,9,9,5,2,11,9,1,11,9,11,9,2,9,11,11,0,5,2,10,14,2,9,2,11,9,2,2,0,0,1
2,5,1,2,2,5,5,0,3,1,1,3,1,0,1,1,1,0,2,0,0,0,2,2,0,5,0,1,1,2,0,5,0,3,2,5,1,2,2,0,5,5,3,1,2,5,1,2,5,2,5,1,2,2,2,0,3,1,1,1,1,5,1,2,5,1,1,0,0,1
4,4,4,0,3,4,4,0,4,3,4,0,4,0,3,2,2,0,2,0,0,0,4,4,0,4,0,4,0,4,0,4,0,4,4,4,4,4,4,0,4,4,4,3,4,4,3,4,4,4,4,3,0,4,4,0,4,3,4,4,2,4,2,4,4,2,2,0,0,1
4,3,2,3,16,3,3,0,1,1,2,2,2,0,1,1,1,0,1,0,0,0,4,4,0,3,0,2,0,4,0,3,0,1,4,3,2,4,4,0,3,3,1,1,4,3,1,4,3,4,3,1,3,4,4,0,1,1,2,2,1,3,1,4,3,1,1,0,0,1
4,5,2,1,1,5,5,0,6,3,0,1,2,0,2,1,0,0,3,0,0,0,4,4,0,5,0,2,0,4,0,5,0,6,4,5,2,4,4,0,5,5,6,3,4,5,2,4,5,4,5,3,1,4,4,0,6,3,0,2,1,5,1,4,5,1,0,0,0,1
0,0,1,0,6,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1
3,2,0,0,3,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,2,0,0,0,3,0,2,0,1,3,2,0,3,3,0,2,2,1,1,3,2,1,3,2,3,2,1,0,3,3,0,1,1,0,0,0,2,0,3,2,0,0,0,0,1
2,2,2,0,0,2,2,0,1,2,0,0,2,0,2,1,1,0,1,0,0,0,2,2,0,2,0,2,0,2,0,2,0,1,2,2,2,2,2,0,2,2,1,2,2,2,2,2,2,2,2,2,0,2,2,0,1,2,0,2,1,2,1,2,2,1,1,0,0,1
4,3,1,3,0,3,3,0,0,2,1,0,1,0,1,1,1,0,1,0,0,0,4,4,0,3,0,1,0,4,0,3,0,0,4,3,1,4,4,0,3,3,0,2,4,3,1,4,3,4,3,2,3,4,4,0,0,2,1,1,1,3,1,4,3,1,1,0,0,1
3,4,7,1,0,4,4,0,7,1,5,2,7,0,0,0,0,0,0,0,0,0,3,3,0,4,0,7,4,3,0,4,0,7,3,4,7,3,3,0,4,4,7,1,3,4,0,3,4,3,4,1,1,3,3,0,7,1,5,7,0,4,0,3,4,0,0,0,0,1
2,7,3,2,0,7,7,0,6,1,4,1,3,0,0,0,0,0,0,0,0,0,2,2,0,7,0,3,0,2,0,7,0,6,2,7,3,2,2,0,7,7,6,1,2,7,0,2,7,2,7,1,2,2,2,0,6,1,4,3,0,7,0,2,7,0,0,0,0,1
9,8,3,3,2,8,8,0,0,6,3,5,3,0,6,1,1,0,1,0,0,0,9,9,0,8,0,3,4,9,0,8,0,0,9,8,3,9,9,0,8,8,0,6,9,8,6,9,8,9,8,6,3,9,9,0,0,6,3,3,1,8,1,9,8,1,1,0,0,1
2,1,3,1,0,1,1,0,1,2,4,1,3,0,1,0,0,0,1,0,0,0,2,2,0,1,0,3,1,2,0,1,0,1,2,1,3,2,2,0,1,1,1,2,2,1,1,2,1,2,1,2,1,2,2,0,1,2,4,3,0,1,0,2,1,0,0,0,0,1
5,9,5,5,1,9,9,0,6,2,2,2,5,0,2,1,1,0,1,0,0,0,5,5,0,9,0,5,5,5,0,9,0,6,5,9,5,5,5,0,9,9,6,2,5,9,2,5,9,5,9,2,5,5,5,0,6,2,2,5,1,9,1,5,9,1,1,0,0,1
4,3,3,0,0,3,3,0,3,3,1,1,3,0,3,1,1,0,1,0,0,0,4,4,0,3,0,3,1,4,0,3,0,3,4,3,3,4,4,0,3,3,3,3,4,3,3,4,3,4,3,3,0,4,4,0,3,3,1,3,1,3,1,4,3,1,1,0,0,1
7,10,6,4,0,10,10,0,11,0,10,2,6,0,0,1,0,0,0,0,0,0,7,7,0,10,0,6,3,7,0,10,0,11,7,10,6,7,7,0,10,10,11,0,7,10,0,7,10,7,10,0,4,7,7,0,11,0,10,6,1,10,1,7,10,1,0,0,0,1
1,2,1,1,3,2,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,2,0,1,1,1,0,2,0,1,1,2,1,1,1,0,2,2,1,1,1,2,1,1,2,1,2,1,1,1,1,0,1,1,0,1,0,2,0,1,2,0,0,0,0,1
4,3,0,0,0,3,3,0,2,1,0,2,0,0,3,2,2,0,2,0,0,0,4,4,0,3,0,0,0,4,0,3,0,2,4,3,0,4,4,0,3,3,2,1,4,3,3,4,3,4,3,1,0,4,4,0,2,1,0,0,2,3,2,4,3,2,2,0,0,1
2,1,2,0,1,1,1,0,0,2,0,1,2,0,2,1,1,0,1,0,0,0,2,2,0,1,0,2,0,2,0,1,0,0,2,1,2,2,2,0,1,1,0,2,2,1,2,2,1,2,1,2,0,2,2,0,0,2,0,2,1,1,1,2,1,1,1,0,0,1
5,1,3,2,0,1,1,0,1,1,2,4,3,0,1,1,1,0,1,0,0,0,5,5,0,1,0,3,5,5,0,1,0,1,5,1,3,5,5,0,1,1,1,1,5,1,1,5,1,5,1,1,2,5,5,0,1,1,2,3,1,1,1,5,1,1,1,0,0,1
4,3,2,0,0,3,3,0,1,0,6,2,2,0,0,1,1,0,1,0,0,0,4,4,0,3,0,2,1,4,0,3,0,1,4,3,2,4,4,0,3,3,1,0,4,3,0,4,3,4,3,0,0,4,4,0,1,0,6,2,1,3,1,4,3,1,1,0,0,1
0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1
1,1,1,1,0,1,1,0,1,2,1,1,1,0,2,1,1,0,1,0,0,0,1,1,0,1,0,1,3,1,0,1,0,1,1,1,1,1,1,0,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,0,0,1
7,5,3,6,1,5,5,0,2,3,4,4,3,0,2,1,1,0,1,0,0,0,7,7,0,5,0,3,3,7,0,5,0,2,7,5,3,7,7,0,5,5,2,3,7,5,2,7,5,7,5,3,6,7,7,0,2,3,4,3,1,5,1,7,5,1,1,0,0,1
2,7,1,0,1,7,7,0,7,0,2,0,1,0,0,0,0,0,0,0,0,0,2,2,0,7,0,1,1,2,0,7,0,7,2,7,1,2,2,0,7,7,7,0,2,7,0,2,7,2,7,0,0,2,2,0,7,0,2,1,0,7,0,2,7,0,0,0,0,1
4,16,8,1,18,16,16,0,13,0,0,1,8,0,0,0,0,0,0,0,0,0,4,4,0,16,0,8,0,4,0,16,0,13,4,16,8,4,4,0,16,16,13,0,4,16,0,4,16,4,16,0,1,4,4,0,13,0,0,8,0,16,0,4,16,0,0,0,0,1
5,7,4,2,0,7,7,0,8,1,8,4,4,0,0,0,0,0,0,0,0,0,5,5,0,7,0,4,3,5,0,7,0,8,5,7,4,5,5,0,7,7,8,1,5,7,0,5,7,5,7,1,2,5,5,0,8,1,8,4,0,7,0,5,7,0,0,0,0,1
1,2,1,0,2,2,2,0,1,1,0,2,1,0,1,1,1,0,1,0,0,0,1,1,0,2,0,1,0,1,0,2,0,1,1,2,1,1,1,0,2,2,1,1,1,2,1,1,2,1,2,1,0,1,1,0,1,1,0,1,1,2,1,1,2,1,1,0,0,1
6,4,2,0,5,4,4,0,4,1,0,0,2,0,1,1,1,0,1,0,0,0,6,6,0,4,0,2,0,6,0,4,0,4,6,4,2,6,6,0,4,4,4,1,6,4,1,6,4,6,4,1,0,6,6,0,4,1,0,2,1,4,1,6,4,1,1,0,0,1
3,2,6,0,1,2,2,0,4,1,2,3,6,0,1,0,0,0,0,0,0,0,3,3,0,2,0,6,0,3,0,2,0,4,3,2,6,3,3,0,2,2,4,1,3,2,1,3,2,3,2,1,0,3,3,0,4,1,2,6,0,2,0,3,2,0,0,0,0,1
2,5,2,1,1,5,5,0,0,1,0,0,2,0,1,1,1,0,1,0,0,0,2,2,0,5,0,2,2,2,0,5,0,0,2,5,2,2,2,0,5,5,0,1,2,5,1,2,5,2,5,1,1,2,2,0,0,1,0,2,1,5,1,2,5,1,1,0,0,1
2,2,1,2,1,2,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,2,2,0,2,0,1,0,2,0,2,0,0,2,2,1,2,2,0,2,2,0,1,2,2,1,2,2,2,2,1,2,2,2,0,0,1,0,1,0,2,0,2,2,0,0,0,0,1
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,3,1,3,2,2,0,2,2,2,2,3,0,1,1,1,0,1,0,0,0,2,2,0,2,0,3,1,2,0,2,0,2,2,2,3,2,2,0,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,0,2,2,2,3,1,2,1,2,2,1,1,0,0,1
6,15,3,9,18,15,15,0,14,2,1,0,3,0,0,1,1,0,1,0,0,0,6,6,0,15,0,3,7,6,0,15,0,14,6,15,3,6,6,0,15,15,14,2,6,15,0,6,15,6,15,2,9,6,6,0,14,2,1,3,1,15,1,6,15,1,1,0,0,1
2,2,1,1,0,2,2,0,1,1,4,2,1,0,1,2,1,0,1,0,0,0,2,2,0,2,0,1,0,2,0,2,0,1,2,2,1,2,2,0,2,2,1,1,2,2,1,2,2,2,2,1,1,2,2,0,1,1,4,1,2,2,2,2,2,2,1,0,0,1
3,2,4,0,1,2,2,0,2,4,0,1,4,0,3,3,3,0,4,0,0,0,3,3,0,2,0,4,0,3,0,2,0,2,3,2,4,3,3,0,2,2,2,4,3,2,3,3,2,3,2,4,0,3,3,0,2,4,0,4,3,2,3,3,2,3,3,0,0,1
2,2,1,1,11,2,2,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,2,2,0,2,0,1,1,2,0,2,0,1,2,2,1,2,2,0,2,2,1,1,2,2,0,2,2,2,2,1,1,2,2,0,1,1,1,1,1,2,1,2,2,1,1,0,0,1
9,7,4,2,18,7,7,0,7,1,5,2,4,0,0,0,0,0,0,0,0,0,9,9,0,7,0,4,8,9,0,7,0,7,9,7,4,9,9,0,7,7,7,1,9,7,0,9,7,9,7,1,2,9,9,0,7,1,5,4,0,7,0,9,7,0,0,0,0,1
2,1,3,0,0,1,1,0,0,2,2,1,3,0,1,2,2,0,2,0,0,0,2,2,0,1,0,3,0,2,0,1,0,0,2,1,3,2,2,0,1,1,0,2,2,1,1,2,1,2,1,2,0,2,2,0,0,2,2,3,2,1,2,2,1,2,2,0,0,1
2,2,3,0,0,2,2,0,1,1,1,4,3,0,0,1,1,0,1,0,0,0,2,2,0,2,0,3,2,2,0,2,0,1,2,2,3,2,2,0,2,2,1,1,2,2,0,2,2,2,2,1,0,2,2,0,1,1,1,3,1,2,1,2,2,1,1,0,0,1
4,5,6,3,1,5,5,0,2,2,5,4,6,0,4,2,2,0,2,0,0,0,4,4,0,5,0,6,0,4,0,5,0,2,4,5,6,4,4,0,5,5,2,2,4,5,4,4,5,4,5,2,3,4,4,0,2,2,5,6,2,5,2,4,5,2,2,0,0,1
14,4,3,3,2,4,4,0,1,9,1,5,3,0,7,7,7,0,7,0,0,0,14,14,0,4,0,3,0,14,0,4,0,1,14,4,3,14,14,0,4,4,1,9,14,4,7,14,4,14,4,9,3,14,14,0,1,9,1,3,7,4,7,14,4,7,7,0,0,1
2,2,4,3,1,2,2,0,3,0,2,1,4,0,0,0,0,0,0,0,0,0,2,2,0,2,0,4,4,2,0,2,0,3,2,2,4,2,2,0,2,2,3,0,2,2,0,2,2,2,2,0,3,2,2,0,3,0,2,4,0,2,0,2,2,0,0,0,0,1
6,10,1,4,2,10,10,0,2,0,2,3,1,0,0,2,2,0,2,0,0,0,6,6,0,10,0,1,2,6,0,10,0,2,6,10,1,6,6,0,10,10,2,0,6,10,0,6,10,6,10,0,4,6,6,0,2,0,2,1,2,10,2,6,10,2,2,0,0,1
11,6,2,11,3,6,6,0,5,3,1,1,2,0,4,5,5,0,5,0,0,0,11,11,0,6,0,2,2,11,0,6,0,5,11,6,2,11,11,0,6,6,5,3,11,6,4,11,6,11,6,3,11,11,11,0,5,3,1,2,5,6,5,11,6,5,5,0,0,1
5,6,1,5,0,6,6,0,2,2,3,2,1,0,1,4,3,0,3,0,0,0,5,5,0,6,0,1,3,5,0,6,0,2,5,6,1,5,5,0,6,6,2,2,5,6,1,5,6,5,6,2,5,5,5,0,2,2,3,1,4,6,4,5,6,4,3,0,0,1
11,13,16,0,0,13,13,0,16,0,12,18,16,0,0,0,1,0,1,0,0,0,11,11,0,13,0,16,17,11,0,13,0,16,11,13,16,11,11,0,13,13,16,0,11,13,0,11,13,11,13,0,0,11,11,0,16,0,12,16,0,13,0,11,13,0,1,0,0,1
1,2,1,1,2,2,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1,0,2,0,1,1,2,1,1,1,0,2,2,1,0,1,2,0,1,2,1,2,0,1,1,1,0,1,0,0,1,0,2,0,1,2,0,0,0,0,1
0,3,1,0,3,3,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,3,0,3,0,3,1,0,0,0,3,3,3,0,0,3,0,0,3,0,3,0,0,0,0,0,3,0,0,1,0,3,0,0,3,0,0,0,0,1
10,13,0,4,4,13,13,0,1,3,3,2,0,0,3,1,1,0,1,0,0,0,10,10,0,13,0,0,1,10,0,13,0,1,10,13,0,10,10,0,13,13,1,3,10,13,3,10,13,10,13,3,4,10,10,0,1,3,3,0,1,13,1,10,13,1,1,0,0,1
1,3,0,1,1,3,3,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,1,1,0,3,0,3,1,3,0,1,1,0,3,3,3,1,1,3,0,1,3,1,3,1,1,1,1,0,3,1,2,0,0,3,0,1,3,0,0,0,0,1
8,9,5,1,17,9,9,0,9,1,9,2,5,0,0,6,1,0,0,0,0,0,8,8,0,9,0,5,5,8,0,9,0,9,8,9,5,8,8,0,9,9,9,1,8,9,0,8,9,8,9,1,1,8,8,0,9,1,9,5,6,9,6,8,9,6,1,0,0,1
